"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Not classified","INX","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","4.4863","5.3538","5.1919","4.8146","5.2313","4.3917","4.3999","4.7041","4.2465","5.7173","5.7929","5.8258","5.3832","5.2032","5.74","5.8049","5.0937","5.8555","5.1086","5.373","4.118","4.1969","3.8772","4.0342","4.2127","4.1823","4.0211","4.3378","4.2698","4.4275","5.1555","5.1127","4.7753","4.925","4.9931","5.1765","5.1558","4.7326","4.5501","3.4381","3.5089","3.1541","3.1915","3.3365","3.5798","3.5531","3.7073","3.8838","4.1123","4.0201","4.0637","4.0141","3.72","3.5467","3.5742","",
"Iran, Islamic Rep.","IRN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","8.9172","8.9172","9.7139","11.5231","12.6517","14.3484","16.3869","18.3748","17.3628","18.5904","18.5559","19.3826","22.2051","25.2951","27.2031","28.5326","26.5556","30.1081","30.3479","36.6728","37.3468","45.8963","44.8795","36.5129","41.5204","43.3622","37.2958","42.6352","38.3045","42.7971","43.4501","43.7283","44.9633","48.9934","51.8076","58.0023","61.5289","74.762","79.5548","78.5102","84.2598","84.6454","87.4257","87.3124","93.0592","88.4425","91.8705","96.5025","94.0825","110.0163","119.0677","131.5208","132.9828","136.1066","135.7842","",
"Iraq","IRQ","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","1.4729","1.4729","1.5884","1.9084","2.0528","2.7893","3.6188","3.4311","3.7581","4.6387","4.1005","4.1339","4.962","4.5399","4.8789","5.7692","5.6529","5.983","7.6074","8.3174","7.7952","6.8934","8.6807","9.6029","10.3539","10.1616","10.306","9.8029","9.7613","10.085","10.4597","10.8534","9.8192","7.0421","7.4566","7.0006","6.7426","8.0505","6.7228","7.0938","7.5451","8.3732","14.1093","12.1987","9.0814","7.9442","8.7286","10.2014","11.8515","12.6825","11.4132","13.1071","14.6457","15.5098","15.926","",
"Iceland","ISL","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.2004","0.2748","0.3057","0.3522","0.3956","0.3056","0.3518","0.3737","0.4511","0.5189","0.5225","0.426","0.4067","0.4659","0.5839","0.5803","0.5852","0.5279","0.5623","0.5436","0.5503","0.4841","0.4701","0.4811","0.5567","0.52","0.6348","0.6415","0.6304","0.581","0.7648","0.7856","0.8243","0.7721","0.8376","0.7981","0.7282","0.7024","0.6145","0.5119","0.4939","0.4713","0.49","0.5209","0.4994","0.4952","0.1348","0.1296","0.1015","0.0811","0.06","0.0724","0.0602","0.0671","0.0696","",
"Israel","ISR","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","2.4197","2.4197","2.4713","2.8518","2.7303","2.9047","2.8921","2.8704","3.1469","3.1001","2.9531","3.1125","3.2766","3.1243","3.2612","3.4096","3.5743","3.7852","3.7961","3.6493","3.1768","3.1525","1.6289","2.3547","2.6587","2.9276","2.8099","1.9145","1.6826","1.5407","1.4734","1.3097","1.2889","1.0252","0.8804","0.8234","0.8929","0.9768","1.693","2.0224","3.0192","0.8543","1.31","4.926","5.1337","4.5219","4.1608","4.9674","4.3529","5.0256","4.2825","3.8516","3.5965","3.3669","3.267","",
"Italy","ITA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","91.5665","92.8572","95.7184","100.3548","102.7469","89.7848","96.2353","94.39","83.9415","87.8666","85.2303","80.3735","75.2063","71.3312","72.0015","70.7331","66.2508","69.0286","70.9247","74.8084","74.0262","69.9427","67.7874","65.8089","67.5231","68.5184","66.8963","68.981","68.7186","71.9134","73.3512","70.8697","69.9564","76.4634","68.2822","66.4678","61.7613","60.5409","56.9598","43.2246","45.7961","45.0334","43.3178","38.0845","35.1245","34.8515","34.6538","31.923","32.2262","31.171","29.4835","42.0062","38.8032","36.2169","35.1171","",
"Jamaica","JAM","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","4.4793","4.4793","4.5074","4.9334","5.1476","4.1737","3.6568","4.3263","4.6077","4.4448","4.3055","4.233","3.0349","2.9329","2.7612","0.9541","1.095","0.9824","1.0706","1.7238","3.7373","3.8826","2.9001","1.803","2.6134","1.4219","1.7376","1.6659","1.7915","1.9314","1.9864","2.0149","1.904","1.9216","3.1461","3.2436","5.1577","5.1172","3.9982","1.9346","1.6327","1.973","1.8927","2.5069","2.3225","2.093","2.219","1.8061","2.8157","2.2849","1.2119","1.0441","1.4515","1.458","1.5137","",
"Jordan","JOR","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.1492","0.1492","0.1398","0.2332","0.1616","0.1875","0.2217","0.2372","0.3648","0.371","0.5898","0.7765","0.957","1.1281","1.0223","1.2059","1.3466","1.3112","1.1931","1.1958","1.3036","1.15","1.3005","1.2942","1.6541","1.7389","1.7455","1.8489","1.9934","1.9861","2.1679","2.0632","2.0818","2.1428","2.6013","2.95","2.9966","2.9638","2.6105","2.6595","2.3042","2.0753","2.1778","1.9","2.3552","1.8396","2.1576","1.6442","1.5768","1.19","0.9561","0.9914","1.9275","2.561","2.8336","",
"Japan","JPN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","260.1743","262.2554","275.6409","300.1577","296.4318","269.3401","273.2401","261.073","243.6536","253.733","241.0202","224.1703","229.316","220.6005","233.2585","231.3744","222.9639","220.6006","231.1588","236.407","259.4863","257.7717","253.3831","251.837","254.2652","259.1814","258.5219","251.3756","228.0905","231.1376","235.7423","230.618","232.8429","229.9334","229.0474","231.1002","231.8396","228.5214","208.9546","197.3299","209.1591","215.9248","212.4462","213.2716","207.0013","199.4207","192.8787","193.4093","192.6355","185.2939","170.2292","178.1362","170.5859","163.8337","161.0419","",
"Kazakhstan","KAZ","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","81.2695","81.2695","86.3779","90.7772","94.0745","97.0268","100.4924","103.958","109.7225","112.6854","117.1602","109.0825","98.4322","88.0569","78.5891","71.1057","66.3121","75.7061","79.1605","76.9523","80.9728","85.4626","88.701","75.8184","60.428","59.4433","49.4267","43.5612","43.1448","36.001","21.2435","27.7842","20.8465","26.1512","33.5543","38.4177","27.3823","39.0294","56.3671","52.911","57.5047","66.9127","64.1377","66.3079","50.1506","35.7826","38.6046","36.1971","31.6309","27.5243","28.2602","27.8969","26.4912","24.9712","24.9266","",
"Kenya","KEN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.6146","0.6146","0.6585","0.6489","0.6618","0.7074","0.8952","0.9877","0.9234","1.0041","0.9104","1.1139","1.0692","0.9413","1.1617","1.1695","1.1672","1.3975","1.3525","1.3189","1.414","1.404","1.4765","1.5672","1.5451","1.5456","1.7692","1.5431","1.413","1.2846","1.501","1.6243","1.7932","1.5416","1.7173","1.8919","2.2658","2.1246","2.2129","2.0858","2.4148","2.7897","2.0015","2.0103","2.4892","2.8503","2.9864","2.8777","3.0018","2.6701","2.6753","3.2359","3.6139","3.5811","3.6536","",
"Kyrgyz Republic","KGZ","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","8.218","8.218","8.7185","9.1356","9.4277","9.7173","10.0281","10.339","10.9678","11.2331","11.6892","10.6828","9.3431","8.0553","6.8942","6.1187","5.444","6.7308","7.2197","7.0258","8.4459","7.5602","3.3845","2.9186","2.6488","0.5584","1.0064","1.0562","1.17","1.1481","0.839","0.6189","1.4879","1.6803","1.5899","0.7419","0.7278","0.9655","1.0457","0.4326","0.6496","0.5682","1.5244","0.7368","1.4027","1.7674","0.8248","0.7978","1.1294","0.8392","0.4551","0.5422","0.5146","0.4828","0.522","",
"Cambodia","KHM","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.004","0.004","0.005","0.0048","0.0057","0.005","0.0049","0.0092","0.0088","0.0121","0.0092","0.0218","0.0151","0.015","0.015","0.02","0.0173","0.0189","0.0194","0.0178","0.0371","0.0407","0.0442","0.0431","0.0615","0.029","0.0418","0.045","0.0546","0.0579","0.0708","0.074","0.0838","0.0934","0.1032","0.1258","0.1355","0.1452","0.1485","0.1709","0.653","0.6651","0.6702","0.628","0.5186","0.4309","0.7192","0.7884","0.7169","0.7586","2.1933","2.6366","2.7181","2.937","2.9839","",
"Kiribati","KIR","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0004","0.0004","0.0005","0.0005","0.0006","0.0005","0.0005","0.001","0.0009","0.0013","0.001","0.0022","0.0014","0.0012","0.0005","0.0007","0.0006","0.0008","0.0008","0.0007","0.0015","0.0016","0.0017","0.0016","0.0023","0.0025","0.0025","0.0023","0.0023","0.0026","0.0054","0.0042","0.0066","0.0067","0.0076","0.0099","0.0106","0.0106","0.0106","0.0075","0.0076","0.0068","0.0063","0.0076","0.0075","0.0072","0.0081","0.0083","0.0096","0.0099","0.0094","0.0099","0.0093","0.0093","0.0097","",
"St. Kitts and Nevis","KNA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0002","0.0002","0.0001","0.0002","0.0002","0.0002","0.0002","0.0002","0.0003","0.0004","0.0003","0.0003","0.0004","0.001","0.0012","0.001","0.0011","0.0012","0.0011","0.0012","0.0011","0.0011","0.0012","0.0012","0.0015","0.0036","0.0031","0.0032","0.0024","0.0024","0.0023","0.002","0.0025","0.003","0.0027","0.0038","0.0044","0.0049","0.0053","0.005","0.0074","0.0067","0.0068","0.007","0.0079","0.0089","0.0089","0.0092","",
"Korea, Rep.","KOR","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","15.7284","15.7284","15.1589","18.5432","19.4385","19.9485","22.7706","21.9018","25.2253","29.9278","29.3162","29.5923","27.3355","27.6412","27.2168","27.2701","28.5685","31.5522","36.4537","39.6238","52.1069","61.4665","66.3502","72.0751","77.0301","76.9408","74.4831","72.8842","62.7378","69.7466","78.0721","77.2314","80.2379","82.141","79.3872","80.6972","77.589","82.0938","84.4995","80.7131","93.0387","92.4794","84.2342","80.0374","73.4762","80.0756","75.4347","76.8484","78.0756","71.0693","69.7371","74.4162","66.2744","62.3828","61.8526","",
"Kuwait","KWT","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","2.6897","2.6897","2.9345","3.1323","2.9642","2.692","2.8952","3.0221","2.9755","4.2916","4.3807","4.5267","5.4283","5.9585","4.9566","6.1803","6.614","5.9669","7.9799","10.2416","4.0584","0.9935","5.2559","7.1695","6.183","6.0057","4.6682","4.269","6.466","5.4589","7.6149","7.1195","6.6677","8.423","7.9945","11.5216","10.5987","7.4446","9.1879","9.8023","11.3","13.8189","12.775","13.1597","10.5864","12.0134","12.4921","13.7835","14.0176","13.5596","13.7416","14.251","14.951","16.2784","16.965","",
"Latin America & Caribbean (excluding high income)","LAC","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","95.6721","95.6721","97.8737","106.9415","117.3986","124.1085","136.8958","141.3156","155.5926","160.1749","159.4033","152.093","151.213","154.5143","152.5149","151.5123","146.6499","161.3567","155.8393","158.1988","152.7713","153.6789","153.5972","153.438","161.2651","163.8972","178.2556","188.4556","191.1619","190.9604","200.5631","193.4669","196.4439","194.4019","203.339","208.0981","218.4139","224.8419","225.3195","195.5835","221.8918","241.9853","227.9901","239.9106","226.7148","230.6783","211.608","223.9908","207.8719","208.1264","191.8413","198.4977","204.7913","202.173","203.9788","",
"Lao PDR","LAO","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0063","0.0063","0.0079","0.0076","0.009","0.0079","0.0077","0.0145","0.0139","0.0191","0.0145","0.0131","0.0075","0.0072","0.0059","0.0086","0.0092","0.0101","0.0097","0.0101","0.0264","0.0341","0.0409","0.0484","0.0712","0.0812","0.1146","0.0998","0.0949","0.0902","0.0851","0.0879","0.1151","0.1196","0.1426","0.1486","0.4139","0.4016","0.5428","0.6406","0.8912","1.0289","1.0085","1.4055","1.2619","1.6216","0.5259","0.5558","0.6335","0.675","0.6388","0.9234","1.3719","1.5002","1.5179","",
"Lebanon","LBN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","1.4553","1.4553","1.3865","1.5848","1.4266","1.2493","0.9043","0.6679","1.3586","1.8751","0.0175","0.0175","0.0085","0.1369","0.112","0.1587","0.1556","0.3018","0.2085","0.3267","0.3267","0.5601","0.3423","0.6018","1.0026","1.3891","1.0712","1.373","0.9841","1.4819","1.1895","1.7184","1.1179","1.5255","1.8335","1.8118","0.7819","0.5236","0.9499","1.1303","0.8162","1.1524","1.1212","0.9872","1.1866","1.1892","1.0814","1.1498","1.1443","0.8682","0.5294","0.5966","0.6616","0.9468","1.0745","",
"Liberia","LBR","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.4019","0.4019","0.4062","0.4019","0.4441","0.4393","0.3672","0.3168","0.3355","0.4145","0.3637","0.3053","0.213","0.2393","0.1844","0.2021","0.1725","0.2897","0.2723","0.1887","0.0299","0.0216","0.0189","0.0199","0.0206","0.0207","0.0234","0.0236","0.0247","0.0268","0.0393","0.0444","0.044","0.0523","0.0549","0.0696","0.0773","0.0738","0.0652","0.0625","0.1114","0.1302","0.1262","0.0927","0.1319","0.1501","0.1292","0.1138","0.0523","0.106","0.0836","0.0765","0.0817","0.0781","0.0811","",
"Libya","LBY","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.646","0.646","0.8514","0.8029","0.9647","1.0831","1.4139","1.6011","1.9679","2.2888","2.2791","2.5298","2.8491","2.4718","2.5214","2.3483","2.1398","2.0824","1.83","1.9814","2.0824","2.204","2.3971","2.0319","2.3687","2.7379","2.703","3.082","2.9748","3.0222","3.1636","3.2993","3.1586","3.1696","3.7394","3.8285","2.7355","2.763","3.6489","4.2216","3.491","2.5032","2.5326","4.6826","4.8469","3.376","2.7605","2.6489","2.5864","2.1808","1.4621","2.2062","2.4332","2.5309","2.6162","",
"St. Lucia","LCA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0002","0.0002","0.0003","0.0002","0.0002","0.0003","0.0003","0.0003","0.0003","0.0003","0.0004","0.0003","0.0004","0.0004","0.0004","0.0006","0.0009","0.001","0.0011","0.0015","0.0033","0.003","0.0025","0.0022","0.0025","0.0027","0.0026","0.0023","0.0024","0.0025","0.0024","0.003","0.006","0.0059","0.0053","0.0046","0.0044","0.0042","0.0036","0.0044","0.0056","0.0049","0.007","0.008","0.0089","0.0095","0.0088","0.014","0.0157","0.0155","0.0163","0.0192","0.0202","0.0202","0.021","",
"Latin America & Caribbean","LCN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","115.7299","114.3008","117.9153","129.2619","139.3366","145.2191","159.6835","167.5009","179.9995","189.3523","190.1665","180.4839","178.766","181.8435","182.5517","182.1816","177.6672","194.6198","188.9277","195.3109","188.0078","190.4145","188.7723","192.0386","200.1574","206.3218","224.4778","239.1495","239.774","232.6793","241.2366","236.7122","241.0873","239.986","251.9359","257.7373","266.1993","258.8749","264.4185","234.7421","279.5969","297.8772","283.9062","293.7868","278.4956","272.0592","250.3714","263.0513","246.2521","238.5278","218.7985","224.4835","242.0828","238.9404","242.1319","",
"Least developed countries: UN classification","LDC","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","11.6323","11.6323","11.9401","13.0031","13.3096","12.5946","13.137","12.3083","11.6097","11.8221","12.4176","11.8816","10.8601","10.3197","10.1116","10.2353","10.7015","11.4411","10.7087","10.5854","12.4286","11.0631","10.5141","10.1272","10.8504","12.9615","12.7032","14.4591","13.5228","15.2942","16.5023","18.5781","18.2365","21.0983","20.0466","21.7461","22.978","25.5764","27.5383","30.4352","35.599","38.9152","40.2361","41.4356","45.8108","47.8829","48.6687","56.0158","57.8381","62.3966","63.6526","69.2318","63.3295","67.1729","68.5367","",
"Low income","LIC","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","54.5747","54.5747","54.9521","55.7255","58.9194","59.5584","64.7222","67.5098","68.5333","75.738","77.9883","79.0433","83.7169","87.3366","90.8388","93.5696","93.1664","89.9579","89.9312","85.2491","85.1108","82.3308","71.4656","66.2007","60.9111","57.0659","49.9612","49.0597","47.5485","51.3276","53.2461","55.5895","53.8302","56.2913","56.2864","61.2952","63.6386","56.5869","61.9252","57.8666","59.5325","48.0009","44.3524","33.8067","36.7553","26.3436","25.7264","51.112","47.315","52.1612","49.5267","45.1172","45.7303","49.7646","50.3635","",
"Liechtenstein","LIE","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.3016","0.3016","0.5163","0.5536","0.5286","0.485","0.4074","0.4604","0.566","0.5723","0.507","0.6503","0.6814","0.6534","0.6192","0.3172","0.2893","0.2737","0.3392","0.4132","0.4022","0.3665","0.5995","0.6496","0.6324","0.4873","0.7362","0.8027","0.9939","0.991","0.8061","0.8624","0.8889","1.1934","0.8424","1.1912","1.1672","1.1375","1.0845","1.0256","1.0239","1.0084","1.133","1.0107","0.9945","1.3175","0.8554","0.7043","0.8472","0.9024","0.7648","1.1831","0.8526","0.9067","0.9781","",
"Lower middle income","LMC","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","107.8492","107.8492","114.3766","114.8636","122.7652","133.6798","141.9717","144.6071","145.5346","148.9307","157.3107","164.8182","179.6378","182.5374","192.0952","194.6603","211.5058","223.6447","227.5857","241.9928","248.0878","245.8674","251.6985","253.321","254.2859","269.3883","270.2304","289.5077","304.1407","315.0172","319.3029","331.99","347.8954","350.4302","363.4586","400.6654","435.1714","485.5861","504.2006","527.3729","587.8346","647.1275","633.648","664.2871","709.8953","717.5526","742.9123","794.4783","828.7928","813.3218","806.4891","885.7584","896.954","968.9678","1015.4425","",
"Low & middle income","LMY","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","976.3456","977.590299999999","1015.1815","1058.8372","1108.6518","1215.5952","1291.2499","1391.6476","1482.543","1506.5612","1501.9506","1473.7214","1499.6706","1518.2442","1582.9113","1522.439","1555.3083","1652.1664","1703.7621","1712.3835","1753.6166","1796.9671","1794.52","1765.4324","1767.2726","1968.6449","1863.5621","1887.6045","1951.6265","1817.1501","1848.4211","1911.9937","1980.6075","2164.2371","2574.0424","3051.1401","3278.6903","3543.4679","3679.8589","3851.3735","4231.4394","4473.2068","4476.2028","4486.2419","4542.7586","4434.1446","4283.0089","4225.8515","4358.4807","4407.3429","4415.1848","4486.8689","4463.3664","4568.9418","4688.6237","",
"Lesotho","LSO","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0309","0.0309","0.0312","0.0309","0.0342","0.0338","0.0282","0.0244","0.0258","0.0319","0.028","0.0254","0.0178","0.0199","0.0168","0.0202","0.0244","0.0551","0.0273","0.0339","0.009","0.0114","0.0095","0.009","0.0102","0.0102","0.0111","0.0112","0.0108","0.0118","0.0353","0.0375","0.0385","0.0417","0.0425","0.0458","0.049","0.0653","0.0545","0.065","0.076","0.0829","0.0781","0.0643","0.073","0.0795","0.066","0.0735","0.079","0.0956","0.0882","0.0935","0.1185","0.1197","0.1207","",
"Late-demographic dividend","LTE","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","918.2174","918.8821","946.4753","984.9516","1022.4325","1125.6654","1190.9308","1302.6552","1389.596","1406.6977","1402.2387","1341.3972","1346.5916","1362.5389","1428.8468","1343.4112","1376.8621","1448.2774","1500.3959","1503.3322","1486.0417","1480.5621","1437.7175","1460.5447","1469.3717","1703.2581","1578.507","1550.2894","1571.3441","1419.2855","1455.6642","1517.9035","1559.3215","1695.9592","2076.6908","2524.7003","2672.2968","2901.9759","3080.5314","3222.1931","3517.8071","3696.2608","3782.5012","3805.7074","3838.6745","3723.2082","3585.6452","3444.0849","3513.2134","3580.0054","3621.7329","3602.8354","3547.7959","3582.9279","3662.0856","",
"Lithuania","LTU","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","5.3717","5.3717","5.727","6.0771","6.3807","6.6207","6.873","7.1478","7.4168","7.668","7.9388","7.7961","7.6369","7.4566","7.2953","6.918","6.9723","6.9687","6.9573","6.7879","6.1271","6.1824","3.0342","1.9804","2.0285","1.7359","1.5272","1.5518","1.5226","1.1827","1.0786","1.0401","1.1069","1.1255","1.2152","1.4933","1.608","1.6112","1.4595","1.1685","1.2653","1.3606","1.4585","1.4007","1.2978","1.1726","1.1368","1.1552","1.2399","1.2785","1.167","1.2577","1.2033","1.0191","1.0143","",
"Luxembourg","LUX","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","11.9617","11.1206","10.6595","11.6628","10.9859","8.3949","9.4143","8.6821","9.5012","8.4191","7.7544","6.2382","5.9277","5.491","6.1788","6.1404","5.5845","4.9325","5.2199","5.4956","5.0825","4.6576","4.2239","4.5018","3.9952","2.5671","2.5438","2.1393","1.4918","1.5454","1.3062","1.4462","1.2516","1.1356","1.2898","1.2707","1.3581","1.2682","1.2117","1.0329","1.112","1.0867","1.0502","1.0077","0.9904","0.9614","0.9673","0.964","0.9851","1.0026","0.9258","0.9553","0.7743","0.6523","0.6637","",
"Latvia","LVA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","2.1291","2.1291","2.2681","2.4067","2.5264","2.624","2.7175","2.8222","2.9279","3.0253","3.1309","3.0713","3.0041","2.9299","2.8671","2.725","2.7413","2.7525","2.755","2.6921","2.5627","1.8445","1.5822","1.5754","1.4336","1.3663","1.2384","1.4155","1.3151","1.1778","1.0344","0.9985","1.0467","1.093","1.1122","1.1219","1.171","1.1941","1.0957","0.8722","1.142","1.0353","1.0676","0.8884","0.8463","0.752","0.6376","0.6196","0.7563","0.6771","0.6826","0.6567","0.6","0.6138","0.6156","",
"Macao SAR, China","MAC","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0067","0.0067","0.0084","0.0081","0.0096","0.0084","0.0082","0.0154","0.0148","0.0204","0.0155","0.0339","0.0226","0.0276","0.0268","0.0293","0.0364","0.0431","0.0401","0.0391","0.0884","0.0865","0.0968","0.1039","0.1576","0.1691","0.1927","0.1821","0.2001","0.2327","0.2435","0.2292","0.2651","0.266","0.337","0.3292","0.3276","0.3326","0.247","0.218","0.2799","0.2522","0.1759","0.2093","0.2653","0.3026","0.3192","0.3856","0.2956","0.3072","0.2555","0.2518","0.2065","0.2055","0.2115","",
"St. Martin (French part)","MAF","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","2.1797","2.1797","2.3929","2.7766","3.3561","3.1532","3.4476","3.8556","4.1289","4.594","4.8707","4.2962","4.2316","4.5016","4.4764","4.9558","4.5392","3.9736","4.8111","5.9366","5.3835","5.6286","5.833","4.9791","5.5491","4.6416","5.4999","5.3649","5.39","5.7746","5.5341","5.5961","5.3455","4.1421","6.3848","6.6572","6.757","6.7792","7.6222","7.2102","7.6391","8.6135","8.8451","8.7566","7.6995","7.4589","6.9","7.9094","7.8516","7.6242","6.7001","7.5927","6.6292","6.3397","6.688","",
"Monaco","MCO","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
