"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Barbados","BRB","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0019","0.0019","0.0021","0.0018","0.002","0.0022","0.0052","0.0046","0.0095","0.0093","0.0118","0.0085","0.0082","0.0106","0.0142","0.025","0.0106","0.0098","0.0086","0.0112","0.0237","0.0222","0.0189","0.0166","0.0155","0.0183","0.0158","0.0164","0.017","0.0186","0.0102","0.0117","0.027","0.0239","0.0218","0.0186","0.0177","0.016","0.0157","0.0185","0.0214","0.0194","0.026","0.0302","0.029","0.0326","0.0301","0.0419","0.0415","0.0408","0.0355","0.0383","0.041","0.0409","0.0425","",
"Brunei Darussalam","BRN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0674","0.0674","0.0642","0.0545","0.0642","0.0642","0.0706","0.0257","0.0417","0.061","0.125","0.0897","0.1121","0.1282","0.0993","0.1057","0.0929","0.0961","0.1122","0.1218","0.125","0.1346","0.1699","0.1731","0.1859","0.202","0.2308","0.2693","0.1956","0.1668","0.1411","0.1154","0.125","0.1314","0.1186","0.1186","1.8999","1.8468","1.9256","0.968","0.4341","0.471","0.5428","0.417","0.3384","0.4146","0.3237","0.4244","0.3737","0.4043","0.5127","0.5339","0.5557","0.5531","0.5784","",
"Bhutan","BTN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0006","0.0006","0.0006","0.0006","0.0006","0.0007","0.0007","0.0009","0.001","0.0011","0.0011","0.0034","0.0025","0.0024","0.0023","0.0036","0.0041","0.0349","0.0364","0.0371","0.0349","0.0357","0.0331","0.0353","0.0629","0.069","0.0985","0.0854","0.0885","0.0971","0.1219","0.1091","0.1221","0.122","0.1153","0.1342","0.1378","0.1566","0.1504","0.152","0.1485","0.1726","0.1499","0.1598","0.1643","0.1459","0.1552","0.2017","0.2951","0.3006","0.3032","0.321","0.3485","0.3793","0.3844","",
"Botswana","BWA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0159","0.0159","0.0236","0.0335","0.0457","0.0712","0.1682","0.3098","0.2961","0.3216","0.3615","0.4473","0.4298","0.4256","0.4617","0.5013","0.5077","0.5141","0.5504","0.5416","0.5008","0.4884","0.6857","0.6388","0.4789","0.4022","0.5433","0.5462","0.9514","0.8453","0.8574","0.9314","1.0711","0.8993","0.6449","0.9203","0.9721","1.2088","1.1511","0.9851","0.5448","0.5757","0.663","0.7468","0.7787","0.6759","0.6099","0.6215","0.6866","0.6472","0.5673","0.599","0.6164","0.6135","0.625","",
"Central African Republic","CAF","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0309","0.0309","0.0312","0.0309","0.0342","0.0338","0.0282","0.0244","0.0258","0.0319","0.028","0.0331","0.0249","0.0299","0.0235","0.0257","0.036","0.0743","0.0536","0.0456","0.013","0.0175","0.0138","0.0148","0.016","0.0161","0.0184","0.0186","0.0187","0.0203","0.0252","0.0275","0.0273","0.0275","0.026","0.0276","0.0308","0.0317","0.024","0.0237","0.0278","0.0317","0.0287","0.0154","0.0185","0.0298","0.0243","0.026","0.0295","0.0356","0.039","0.0385","0.0379","0.0391","0.0396","",
"Canada","CAN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","78.2715","77.2233","79.4655","96.5541","100.0919","90.7249","90.4738","94.7741","90.295","95.3618","96.336","87.7378","76.5747","73.5379","78.079","76.9525","76.8695","79.3013","82.1936","82.564","76.3567","74.3095","73.368","73.2578","76.4183","77.5389","81.0862","81.0279","78.4478","79.175","82.7003","76.7142","77.9903","81.3427","83.427","67.0011","64.4313","65.1879","62.8842","55.5871","59.5463","64.0692","65.3808","63.9335","63.7525","62.836","67.8743","69.0682","68.7286","69.6424","62.5624","65.4072","66.7571","66.5138","65.818","",
"Central Europe and the Baltics","CEB","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","223.1389","225.3449","221.506","226.4547","233.7388","249.1491","263.2273","280.7623","287.2332","296.7735","298.9693","280.7662","277.4716","275.8486","281.5804","268.1824","269.47","270.7994","276.7496","270.8063","211.9945","174.4924","135.508","132.533","140.2425","157.6271","160.3236","155.0198","133.1407","114.2703","120.1033","113.605","110.2811","109.6777","110.3878","106.287","104.9531","105.0942","96.5215","78.3584","77.848","79.6992","76.964","75.907","75.5912","74.4427","74.4252","79.8533","82.9882","81.0711","78.4192","83.3549","75.7172","67.2812","65.8625","",
"Switzerland","CHE","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","9.3033","8.9464","8.7893","9.7107","8.755","7.9961","7.7758","8.1872","8.3354","7.9123","8.5218","9.0064","7.6053","9.8745","8.8317","9.0672","8.2583","7.0906","6.3705","6.2179","6.6706","7.0897","6.7569","6.5969","6.2811","6.5898","6.396","6.0134","6.0392","6.4519","5.8404","6.1463","5.5665","5.8367","5.8184","5.7824","6.107","5.9871","6.0078","5.4743","5.7177","5.3627","5.4194","5.4861","5.3524","5.1292","5.2243","5.1345","4.9613","4.8461","4.7111","4.8702","4.4743","4.0016","4.0267","",
"Channel Islands","CHI","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","6.0652","6.0652","6.221","6.0921","6.4703","5.3514","5.5643","5.8878","6.0535","5.9912","6.2966","5.9932","4.5998","5.2916","5.9005","5.9142","6.3373","6.3264","7.6187","9.173","6.3792","6.6553","7.552","8.0219","7.8562","8.8586","9.5695","12.7698","10.6926","10.2038","10.3338","11.2399","10.4325","10.8345","10.643","10.6115","12.1094","12.0072","12.0806","11.2886","13.7208","13.9661","11.5871","12.8489","13.9677","15.0156","14.9905","14.3946","14.3339","14.4334","13.9628","14.2902","15.9926","15.0311","15.5556","",
"China","CHN","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","380.3015","380.3015","402.1904","412.1365","425.4684","494.5936","523.8179","596.1715","649.7848","637.2734","601.0203","581.1268","611.8701","645.2251","710.8215","656.9027","685.9285","732.0833","770.7307","764.4769","745.2034","778.8292","807.8038","861.5358","903.3756","1070.1656","968.6582","961.1279","1023.8162","871.4882","885.1039","939.2401","979.4607","1118.662","1473.8701","1907.1151","2054.628","2241.3897","2379.0011","2571.1102","2816.6245","2976.8622","3015.7806","3037.5348","3060.043","2970.0588","2829.5098","2660.325","2747.538","2761.0671","2804.1148","2758.9483","2710.3206","2739.3157","2793.0196","",
"Cote d'Ivoire","CIV","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.7043","0.7043","0.8356","0.7349","0.8664","1.0036","0.9241","0.5424","0.6426","0.5435","0.6247","0.5186","0.5602","0.7785","0.2038","0.4005","0.4011","0.4149","0.4338","0.4146","0.3957","0.418","0.4176","0.4297","0.4326","0.4499","0.5242","0.613","0.5077","0.7583","0.7452","0.7325","0.6843","0.5207","0.5399","0.3778","0.5329","0.4149","0.5644","1.0567","0.971","0.9131","1.0012","1.2874","1.3292","1.435","0.8018","1.5599","1.2599","1.3215","1.2894","1.8012","1.8151","1.7609","1.8658","",
"Cameroon","CMR","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0809","0.0809","0.0809","0.0716","0.0716","0.0996","0.0622","0.1027","0.1618","0.1462","0.1649","0.2054","0.1991","0.1774","0.1867","0.2116","0.2116","0.1742","0.168","0.1805","0.168","0.1494","0.1369","0.1494","0.14","0.1556","0.1525","0.1556","0.1462","0.1742","0.1929","0.1929","0.2085","0.196","0.196","0.1805","0.2291","0.2858","0.3077","0.3834","0.3616","0.374","0.3896","0.4052","0.4239","0.2192","0.2287","0.2377","0.2477","0.2561","0.2575","0.2669","0.2765","0.2852","0.2892","",
"Congo, Dem. Rep.","COD","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","1.015","1.015","1.0221","0.8592","0.8634","0.8339","0.9044","0.9144","0.8576","0.7721","0.6597","0.674","0.6392","0.6207","0.6387","0.6334","0.7887","0.8099","0.8209","0.8579","0.8649","0","0","0","0","0","0","0","0","0","0.0436","0.056","0.0685","0.0965","0.112","0.1307","0.14","0.14","0.1369","0.1307","0.1369","0.1369","0.1276","0.1114","0.09","0.0496","0.0551","0.0521","0.0421","0.0026","0.0036","0.0022","0","0","0","",
"Congo, Rep.","COG","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.1431","0.1431","0.1369","0.1369","0.1151","0.0996","0.1027","0.112","0.0716","0.0653","0.0498","0.0498","0.0529","0.0622","0.056","0.0685","0.0373","0.0591","0.0467","0.0622","0.0436","0.056","0.0498","0.0373","0.028","0.0342","0.028","0.0187","0","0","0.0031","0.0124","0.0062","0.0404","0.0218","0.0218","0.0342","0.028","0.0653","0.056","0.0311","0.0436","0.1231","0.1017","0.0738","0.1172","0.0887","0.1143","0.1117","0.1129","0.1058","0.107","0.1088","0.1123","0.1138","",
"Colombia","COL","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","5.4424","5.4424","5.1342","5.2756","5.2631","8.6073","9.2227","10.2888","10.4174","9.873","9.8344","9.8147","9.2602","9.7047","9.7545","10.1113","10.4278","11.2938","10.6574","11.4711","12.8224","13.3422","13.7209","15.2028","16.1543","15.8663","16.5685","17.3375","15.9258","14.9541","16.3574","16.2005","16.2238","14.7286","14.1728","14.9637","11.9992","12.3745","13.9752","12.2682","12.1709","15.4216","12.0944","16.7496","16.3323","14.4429","14.7488","15.4173","15.8329","14.5886","13.9024","15.7372","11.9188","11.9355","12.8865","",
"Comoros","COM","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0093","0.0093","0.0094","0.0093","0.0102","0.0101","0.0085","0.0073","0.0077","0.0096","0.0084","0.0076","0.0053","0.006","0.005","0.0055","0.0035","0.0169","0.0122","0.0104","0.0033","0.004","0.0033","0.0032","0.0033","0.0033","0.0036","0.0036","0.0046","0.005","0.009","0.01","0.01","0.0139","0.0146","0.0152","0.0191","0.013","0.0133","0.0168","0.0226","0.0214","0.0196","0.0193","0.0188","0.0228","0.0201","0.0266","0.0216","0.0275","0.0337","0.0486","0.0519","0.0529","0.0539","",
"Cabo Verde","CPV","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0649","0.0649","0.0656","0.0649","0.0717","0.071","0.0593","0.0512","0.0542","0.067","0.0587","0.0534","0.016","0.0179","0.0184","0.0202","0.0071","0.0171","0.0166","0.0171","0.0045","0.0057","0.0056","0.0054","0.0065","0.0064","0.008","0.0081","0.0082","0.0089","0.0284","0.0337","0.0364","0.039","0.041","0.0688","0.0788","0.0919","0.0914","0.0905","0.1099","0.1338","0.102","0.0815","0.0949","0.1061","0.0839","0.0912","0.0834","0.1027","0.0791","0.0795","0.0823","0.0787","0.0818","",
"Costa Rica","CRI","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.3363","0.3363","0.3332","0.4153","0.3125","0.3816","0.3723","0.5238","0.5454","0.535","0.5596","0.6341","0.3775","0.4316","0.4718","0.5558","0.5062","0.52","0.4245","0.627","0.6788","0.648","0.5497","0.5684","0.6489","0.6673","0.6517","0.7017","0.7579","0.7984","0.8577","0.9056","0.7325","0.9603","0.9266","0.9703","0.9948","1.2107","1.1635","1.0323","1.0246","1.1219","1.1001","1.053","1.0419","1.0257","1.2032","1.2756","1.1952","0.9683","1.1034","1.2112","1.2421","0.9631","0.9834","",
"Caribbean small states","CSS","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.9019","0.9018","1.0011","1.1089","1.0143","1.164","1.1678","1.247","1.1657","1.0877","1.1816","1.1758","1.1744","0.9456","1.0888","1.0421","1.1279","1.1997","2.0713","2.0889","2.6249","2.3519","2.3373","2.2822","2.5103","2.6994","2.8099","2.9703","3.0182","3.0258","3.1556","3.6971","3.0447","3.0869","2.9927","3.3692","2.9673","3.9271","3.3693","2.8345","3.6651","3.5702","3.7877","3.8004","3.8434","3.3471","2.6316","2.6955","2.5397","2.7325","2.5038","2.865","2.9487","2.8762","2.8852","",
"Cuba","CUB","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","9.0305","9.0305","8.0466","7.9596","9.5325","8.6893","9.142","10.5579","11.6459","10.4284","10.5435","11.1131","10.5751","13.4305","13.965","11.2069","10.474","11.5368","11.6781","12.3491","10.7743","7.358","6.0541","5.6948","5.9774","6.62","7.3074","9.3487","9.8848","11.2132","10.9735","11.7277","7.8406","5.6601","4.9634","6.3125","7.7273","8.1435","7.1066","6.8166","7.595","6.7614","7.2394","7.2677","4.5711","6.4644","5.1609","5.6776","5.931","5.5567","5.402","6.5851","5.29","5.3528","5.592","",
"Curacao","CUW","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0002","0.0002","0.0003","0.0002","0.0003","0.0003","0.0004","0.0004","0.0004","0.0004","0.0006","0.0007","0.0006","0.0008","0.0009","0.001","0.0018","0.0018","0.0018","0.0022","0.0054","0.0049","0.004","0.0034","0.0039","0.0043","0.0041","0.0038","0.0039","0.0041","0.0033","0.0038","0.0089","0.0079","0.0068","0.0059","0.0056","0.0063","0.0054","0.0063","0.0076","0.007","0.0092","0.0105","0.0117","0.0131","0.0118","0.02","0.0187","0.0207","0.0194","0.0214","0.0245","0.0244","0.0254","",
"Cyprus","CYP","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.3899","0.3899","0.5231","0.5111","0.3245","0.4169","0.5658","0.6403","0.653","0.7368","0.7927","0.6749","0.6445","0.6417","0.6853","0.6462","0.7952","1.0207","1.0541","0.9761","0.799","1.2936","1.127","1.1916","1.2188","1.2392","1.373","1.2917","1.3295","1.3686","1.4024","1.3424","1.3343","1.3724","1.4022","1.011","0.8866","0.9078","0.894","0.7735","0.6773","0.5698","0.4666","0.5386","0.6887","0.6116","0.6033","0.6211","0.5524","0.5609","0.5872","0.5622","0.5725","0.5642","0.5492","",
"Czechia","CZE","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","70.6276","70.6276","68.3181","66.2562","67.602","68.1711","68.9508","73.4191","67.5917","75.8846","68.9796","67.0233","70.1776","69.713","70.0455","71.1748","71.5181","73.4165","71.5287","66.368","46.6792","37.0516","40.0387","33.0108","27.3793","26.5053","25.3712","24.7696","23.2049","19.9098","24.083","22.4022","20.4998","20.6334","20.7536","20.1756","19.7647","18.1131","17.2485","16.6852","13.3168","12.795","12.5715","11.782","11.5614","11.7235","11.4601","12.2279","12.4323","11.7289","11.8898","12.8277","11.5745","9.9885","9.1506","",
"Germany","DEU","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","252.8687","241.7544","242.7405","261.0156","256.6404","234.6304","233.0988","225.3593","229.0256","236.4664","213.0396","205.3227","185.8307","193.6453","191.3538","194.3069","179.5298","178.1789","180.5689","180.5189","156.1497","133.6055","124.7748","117.548","117.9432","116.6384","110.5177","108.2033","105.9988","101.6852","102.7398","96.4403","95.8432","98.5714","97.0651","94.7715","96.6597","96.0489","99.8683","86.8686","98.3512","97.1816","94.25","93.8048","91.2462","95.1189","93.2194","95.1388","98.3399","93.4304","93.3577","93.7444","88.455","84.1563","84.6977","",
"Djibouti","DJI","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.3091","0.3091","0.3125","0.3091","0.3416","0.3379","0.2825","0.2437","0.2581","0.3189","0.2797","0.2035","0.142","0.1197","0.0838","0.0918","0.0952","0.2198","0.1551","0.3052","0.0834","0.1054","0.0891","0.0858","0.0909","0.0906","0.0986","0.1004","0.1011","0.1099","0.0746","0.0783","0.0789","0.0888","0.0833","0.0854","0.0863","0.092","0.1016","0.093","0.1189","0.0961","0.1085","0.0918","0.1014","0.1028","0.0699","0.0628","0.0677","0.0901","0.082","0.0823","0.0822","0.0838","0.0852","",
"Dominica","DMA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0001","0.0002","0.0001","0.0002","0.0002","0.0002","0.0003","0.0003","0.0003","0.0004","0.001","0.0009","0.0007","0.0007","0.0008","0.0011","0.0011","0.001","0.001","0.0011","0.0007","0.0009","0.0019","0.0019","0.002","0.0016","0.0015","0.0018","0.0013","0.0017","0.0021","0.0018","0.0026","0.0028","0.0033","0.0037","0.0034","0.0048","0.0042","0.0045","0.0044","0.0051","0.0055","0.0055","0.0057","",
"Denmark","DNK","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","10.9801","9.8412","10.1181","9.2851","7.0799","7.3776","8.3194","8.4374","8.9532","8.9927","8.2602","6.7189","6.0684","5.545","6.2173","6.4103","6.6476","6.2276","5.9681","5.5126","5.4598","5.8883","5.7496","5.6868","5.7281","5.9723","5.8983","5.8161","5.6488","5.7084","5.3901","5.5845","5.1914","5.2232","5.3506","5.157","5.3211","5.1388","4.6425","3.8038","3.9977","3.9796","3.674","3.445","3.4485","3.3877","3.5124","3.7596","3.7497","3.646","3.7417","4.0745","3.822","3.3455","3.2674","",
"Dominican Republic","DOM","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.664","0.664","0.9082","0.8894","0.7803","0.6558","0.9208","0.8559","1.2238","1.0837","1.2081","1.1931","1.5651","1.2367","1.1614","0.4701","0.7288","0.7857","1.2434","0.9124","0.7962","0.754","0.8388","0.7148","0.9079","0.9833","1.0794","1.2598","1.0202","1.1266","1.2834","1.2657","2.0928","2.0744","1.6239","1.8292","2.4546","2.3181","2.4133","2.4525","2.8404","2.399","2.5674","3.1801","2.8846","2.9669","3.2351","3.2447","3.1818","3.9641","4.1255","4.5878","5.008","5.0383","5.2448","",
"Algeria","DZA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","1.0563","1.0563","1.5754","1.8286","1.8111","1.8078","2.0821","2.324","2.6726","3.8214","3.3171","4.0516","5.1198","4.3584","4.4679","5.142","5.5079","5.8739","5.7434","4.7574","5.6752","6.225","6.3095","6.2304","5.9662","6.2619","5.8799","5.294","5.6571","6.0502","6.164","6.2539","6.6153","7.0146","8.0914","8.2085","8.7024","9.7199","10.0815","9.849","10.6854","10.8035","10.0543","10.008","10.2443","10.8126","10.8968","12.0314","12.7468","13.9341","13.2918","15.9337","16.0168","17.0398","16.0718","",
"East Asia & Pacific (excluding high income)","EAP","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","467.6875","467.6875","477.5213","488.2133","503.7118","578.0069","612.9179","691.1723","752.4487","750.0467","726.8108","709.5524","745.0964","784.9614","851.978","801.0329","833.1591","877.201","917.9566","912.3216","898.9034","931.6638","955.9533","1014.7257","1059.6836","1243.1165","1141.1877","1138.4003","1188.5868","1055.8125","1070.2426","1135.5492","1177.6938","1338.7243","1711.9559","2154.8245","2334.308","2520.8106","2656.5288","2840.6347","3122.2928","3275.052","3304.248","3281.6918","3322.2607","3226.9021","3068.8629","2940.7671","3061.0795","3131.7043","3173.7792","3122.2653","3103.0534","3153.8833","3235.2766","",
"Early-demographic dividend","EAR","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","221.8422","223.0869","236.426","252.5844","269.811","291.9722","318.5098","330.1755","347.1481","379.1239","406.649","426.445","443.6781","440.7244","424.3427","435.1094","445.241","474.2638","475.4605","490.4462","511.4294","517.6939","520.1806","510.5031","532.4849","568.146","588.5087","621.6458","642.3979","649.1549","667.8006","658.3822","698.824","729.6834","765.3315","818.4129","896.3746","947.4757","933.4795","973.4437","1108.5124","1167.9637","1126.1451","1125.136","1189.934","1213.3173","1203.1714","1278.5476","1304.9429","1317.0217","1275.1138","1372.621","1439.566","1513.5494","1569.2546","",
"East Asia & Pacific","EAS","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","795.028","798.3801","820.0956","860.3144","874.9226","921.6296","963.2637","1030.5901","1075.1619","1087.6508","1050.6908","1013.5824","1050.9771","1077.2144","1158.3312","1107.5159","1132.6901","1179.014","1238.088","1241.5798","1263.6279","1303.6065","1329.6671","1393.0727","1447.7578","1636.05","1530.6791","1520.1568","1538.5199","1417.047","1447.2379","1505.8067","1543.5047","1710.1881","2079.6818","2524.0071","2702.0883","2891.4406","3011.9871","3177.8106","3480.6401","3642.4717","3661.293","3637.7283","3667.3609","3567.8858","3398.241","3274.3418","3395.7337","3452.4925","3475.332","3437.4301","3402.4392","3442.303","3521.1495","",
"Europe & Central Asia (excluding high income)","ECA","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","258.0932","259.3379","277.07","292.0502","304.2934","316.7276","325.5576","336.4591","354.3629","363.3841","378.0331","361.1","341.1135","321.726","307.5623","290.2865","281.7951","303.8518","312.8617","310.2775","365.9615","372.1608","341.5697","268.9081","208.4407","222.5261","203.4015","193.9436","197.6632","187.2854","189.2206","186.4065","192.982","213.0524","217.9553","197.546","202.1583","216.5221","201.722","179.0244","199.0782","217.6502","210.1723","199.461","182.0089","154.5132","154.3752","164.9541","169.6337","161.3497","164.8963","187.3364","157.96","151.4549","154.9386","",
"Europe & Central Asia","ECS","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","1561.2069","1503.084","1526.0815","1600.4737","1609.1028","1559.1401","1604.6106","1626.018","1646.644","1700.551","1651.6262","1566.5758","1484.4584","1449.1431","1433.1642","1394.1132","1352.0265","1382.2436","1402.2843","1386.7867","1375.021","1283.6468","1171.6125","1055.7775","980.7998","1048.9945","1003.0151","977.4535","935.44","908.5012","946.9261","933.3447","923.1518","946.1933","934.3111","901.2382","886.5438","918.8372","885.348","771.1075","833.6325","852.9381","872.9303","852.8689","846.4404","817.7961","824.2713","838.3107","834.9475","840.8917","823.6229","895.5276","829.1766","803.4318","807.4063","",
"Ecuador","ECU","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","0.4763","0.4763","0.4049","0.4212","0.7057","0.7494","0.8563","0.9347","1.0851","1.3194","1.3481","1.4984","1.3801","1.5122","1.4203","1.8258","1.8154","1.9596","1.5847","1.6219","2.4066","2.5293","2.7671","2.4918","2.7834","2.6818","3.0231","3.0612","3.1995","2.9259","2.7309","2.6807","2.9036","2.8606","3.2555","3.4897","3.4582","2.8372","3.1147","3.408","3.6805","3.4382","3.7015","4.22","4.5355","4.0865","3.1236","3.1816","3.8224","3.8517","3.4769","4.0901","4.2241","4.4516","4.588","",
"Egypt, Arab Rep.","EGY","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","8.4231","8.4231","9.5811","8.1467","9.7021","11.5081","13.6117","13.609","13.1814","14.1369","15.2474","17.0264","18.1794","19.0222","20.7035","20.9016","19.7238","24.8611","24.461","26.4362","26.5942","24.181","25.8065","28.05","20.5144","22.9827","25.3169","26.722","24.7432","26.2914","25.2934","32.8134","30.854","28.6492","23.7163","33.1049","34.2759","39.2256","36.3697","31.5317","31.7686","31.7862","28.1888","31.5858","28.8163","28.6059","31.2326","37.0587","40.1354","31.94","32.2281","34.3868","35.6958","40.5876","45.6575","",
"Euro area","EMU","Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e)","EN.GHG.CO2.IC.MT.CE.AR5","","","","","","","","","","","721.9557","673.8216","678.6791","715.3707","716.881","638.6471","656.7252","647.2952","647.8262","669.0173","620.6337","581.0386","535.4365","532.657","535.5705","533.0863","502.7982","504.2418","506.623","514.5328","474.0042","443.8524","417.7947","397.3262","405.1703","400.9667","395.113","400.1181","393.4007","386.177","395.589","395.4687","386.0664","396.982","380.5993","376.6723","362.6977","363.3986","353.348","296.5642","322.2511","320.4843","309.3532","303.5028","292.6846","290.6412","294.9579","290.4369","292.7622","282.6951","271.9732","299.0696","276.7849","260.7003","257.2313","",
